Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
371030,Krysuvik-Trolladyngja,22399,Confirmed Eruption,,,,,2021,,3,,19,,Historical Observations,>,2021,,8,,19,,63.917,-22.067
373030,Bardarbunga,20955,Confirmed Eruption,Holuhraun,0,,,2014,,8,,29,,Historical Observations,,2015,,2,,27,,64.633,-17.516
373010,Grimsvotn,20767,Confirmed Eruption,SW part of the caldera,4,,,2011,,5,,21,,Historical Observations,,2011,,5,,28,,64.416,-17.316
372020,Eyjafjallajokull,12563,Confirmed Eruption,ENE flank (Fimmvörduháls) and summit,4,,,2010,,3,,20,,Historical Observations,,2010,,6,,23,,63.633,-19.633
373030,Bardarbunga,12896,Uncertain Eruption,Loki-Fögrufjöll (West Loki cauldron),0,,,2008,,8,,16,15,,,,,,,,,64.633,-17.516
373030,Bardarbunga,12895,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0,,,2006,,4,,16,15,,,,,,,,,64.633,-17.516
373030,Bardarbunga,12894,Uncertain Eruption,Loki-Fögrufjöll (West Loki cauldron),0,,,2005,,7,,16,15,,,2005,,8,,16,15,64.633,-17.516
373010,Grimsvotn,12842,Confirmed Eruption,SW and east sides of caldera,3,,,2004,,11,,1,,Historical Observations,,2004,,11,,4,,64.416,-17.316
373030,Bardarbunga,12893,Uncertain Eruption,Loki-Fögrufjöll (W and E Loki cauldrons),0,,,2002,,7,,16,15,,,2002,,9,,16,15,64.633,-17.516
373030,Bardarbunga,12892,Uncertain Eruption,Loki-Fögrufjöll (W and E Loki cauldrons),0,,,2000,,8,,16,15,,,,,,,,,64.633,-17.516
372070,Hekla,12754,Confirmed Eruption,SW flank,3,,,2000,,2,,26,,Historical Observations,,2000,,3,,8,,63.983,-19.666
372030,Katla,12679,Uncertain Eruption,"W, S, and E margins of caldera",0,,,1999,,7,?,17,,,,1999,,8,,15,5,63.633,-19.083
373010,Grimsvotn,12841,Confirmed Eruption,South caldera wall,3,,,1998,,12,,18,,Historical Observations,,1998,,12,,28,,64.416,-17.316
373030,Bardarbunga,12891,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0,,,1997,,8,,16,15,,,,,,,,,64.633,-17.516
373010,Grimsvotn,12840,Confirmed Eruption,Gjálp (fissure N of caldera rim),3,?,,1996,,9,,30,,Historical Observations,,1996,,11,,6,,64.416,-17.316
373030,Bardarbunga,12890,Uncertain Eruption,Loki-Fögrufjöll (West Loki cauldron),0,,,1996,,8,,16,15,,,,,,,,,64.633,-17.516
373030,Bardarbunga,12889,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0,,,1995,,7,,16,15,,,,,,,,,64.633,-17.516
373030,Bardarbunga,12888,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0,,,1991,,8,,12,,,,,,,,,,64.633,-17.516
372070,Hekla,12753,Confirmed Eruption,"Summit, SW, SE & NE flank fissures",3,,,1991,,1,,17,,Historical Observations,,1991,,3,,11,,63.983,-19.666
373030,Bardarbunga,12887,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0,,,1986,,11,,29,,,,1986,,12,?,1,,64.633,-17.516
373080,Krafla,12953,Confirmed Eruption,Leirhnjúkur to 8.5 km north,0,,,1984,,9,,4,,Historical Observations,,1984,,9,,18,,65.715,-16.728
373010,Grimsvotn,12839,Uncertain Eruption,,0,,,1984,,8,<,20,,,,,,,,,,64.416,-17.316
373010,Grimsvotn,12838,Confirmed Eruption,Near south caldera wall,2,,,1983,,5,,28,,Historical Observations,,1983,,6,,2,,64.416,-17.316
373080,Krafla,12952,Confirmed Eruption,Leirhnjúkur to 9 km north,0,,,1981,,11,,18,,Historical Observations,,1981,,11,,23,,65.715,-16.728
372070,Hekla,12752,Confirmed Eruption,Summit and north flank (900 and 740 m),2,,,1981,,4,,9,,Historical Observations,,1981,,4,,16,,63.983,-19.666
373080,Krafla,12951,Confirmed Eruption,6-8 km N of Leirhnjúkur,0,,,1981,,1,,30,,Historical Observations,,1981,,2,,4,,65.715,-16.728
372070,Hekla,12751,Confirmed Eruption,"Summit, SW and NE flanks",3,,,1980,,8,,17,,Historical Observations,,1980,,8,,20,,63.983,-19.666
373080,Krafla,12950,Confirmed Eruption,Leirhnjúkur to 11 km north,0,,,1980,,3,,16,,Historical Observations,,1980,,10,,23,,65.715,-16.728
373080,Krafla,12949,Confirmed Eruption,3 km north of Leirhnjúkur,1,,,1977,,4,,27,,Historical Observations,,1977,,9,,8,,65.715,-16.728
373080,Krafla,12948,Confirmed Eruption,1.5-2.5 km north of Leirhnjúkur,0,,,1975,,12,,20,,Historical Observations,,1975,,12,,20,,65.715,-16.728
372010,Vestmannaeyjar,12558,Confirmed Eruption,Heimaey (Eldfell),3,,,1973,,1,,23,,Historical Observations,,1973,,6,,28,,63.416,-20.266
373010,Grimsvotn,12837,Uncertain Eruption,,0,,,1972,,3,,16,15,,,1972,,4,,16,15,64.416,-17.316
371020,Reykjanes,19918,Uncertain Eruption,Reykjaneshryggur (Eldeyjarbodi),0,,?,1970,,7,,2,182,,,,,,,,,63.817,-22.717
372070,Hekla,12750,Confirmed Eruption,"Sudurgigar, Hlidargigar, Oldugigar",3,,,1970,,5,,5,,Historical Observations,,1970,,7,,5,,63.983,-19.666
373050,Kverkfjoll,12903,Confirmed Eruption,,0,,,1968,,5,,23,,Historical Observations,,1968,,6,,16,15,64.653,-16.647
371020,Reykjanes,12510,Uncertain Eruption,Reykjaneshryggur (Eldeyjarbodi),0,,,1966,,7,,2,182,,,,,,,,,63.817,-22.717
372010,Vestmannaeyjar,12557,Confirmed Eruption,Surtsey,3,,,1963,,11,,8,,Historical Observations,,1967,,6,,5,,63.416,-20.266
373060,Askja,12919,Confirmed Eruption,North of Öskjuvatn lake (Vikraborgir),2,,,1961,,10,,26,,Historical Observations,,1961,,12,,5,4,65.033,-16.783
373050,Kverkfjoll,12902,Confirmed Eruption,,1,,,1959,,7,,2,182,Historical Observations,,,,,,,,64.653,-16.647
372030,Katla,12678,Uncertain Eruption,East side of caldera,0,,,1955,,6,,25,,,,,,,,,,63.633,-19.083
373010,Grimsvotn,12836,Uncertain Eruption,North and south part of caldera,1,?,,1954,,7,,16,,,,,,,,,,64.416,-17.316
373010,Grimsvotn,12835,Confirmed Eruption,,1,,,1954,,1,,15,45,Historical Observations,,,,,,,,64.416,-17.316
373010,Grimsvotn,12834,Uncertain Eruption,,0,,,1948,,2,,0,,,,,,,,,,64.416,-17.316
372070,Hekla,12749,Confirmed Eruption,"Hraungigur, Axlargigur, Toppgigur",4,,,1947,,3,,29,,Historical Observations,,1948,,4,,21,,63.983,-19.666
373010,Grimsvotn,12833,Uncertain Eruption,,1,?,,1945,,9,?,25,,,,,,,,,,64.416,-17.316
373010,Grimsvotn,12832,Uncertain Eruption,,0,,,1941,,4,,0,,,,1941,,8,,0,,64.416,-17.316
373010,Grimsvotn,12831,Uncertain Eruption,,0,,,1939,,6,,0,,,,,,,,,,64.416,-17.316
373060,Askja,12918,Confirmed Eruption,South shore of Öskjuvatn lake,2,,,1938,,12,?,19,,Historical Observations,,,,,,,,65.033,-16.783
373010,Grimsvotn,12830,Confirmed Eruption,8 km N of Svartibunki,1,,,1938,,5,,0,,Historical Observations,,,,,,,,64.416,-17.316
373010,Grimsvotn,12829,Confirmed Eruption,Volcano Uncertain: Vatnajökull,,,,1934,,12,,21,,,,1934,,12,,26,,64.416,-17.316
373010,Grimsvotn,12828,Confirmed Eruption,Near south caldera wall,2,,,1934,,3,,30,,Historical Observations,,1934,,4,,7,,64.416,-17.316
373010,Grimsvotn,12827,Confirmed Eruption,North of Grímsvötn caldera,1,,,1933,,11,,29,1,Historical Observations,,1933,,12,,9,1,64.416,-17.316
373050,Kverkfjoll,12663,Confirmed Eruption,Hveradalur area,1,,,1929,,1,,0,,Historical Observations,,1929,,2,,0,,64.653,-16.647
374020,Esjufjoll,12960,Uncertain Eruption,,1,?,,1927,,9,,5,4,,,,,,,,,64.25,-16.583
373060,Askja,12917,Confirmed Eruption,South end of Öskjuvatn lake,2,?,,1926,,7,,15,45,Historical Observations,,,,,,,,65.033,-16.783
371022,Eldey,12509,Confirmed Eruption,Reykjaneshryggur (NE of Eldey),0,,,1926,,6,,5,4,Historical Observations,,,,,,,,63.733,-23
373060,Askja,12916,Confirmed Eruption,South flank of Dyngjufjöll massif,0,?,?,1924,,0,,0,,Historical Observations,,,,,,,,65.033,-16.783
373060,Askja,12915,Confirmed Eruption,SE corner of Öskjuvatn Caldera,0,,,1923,,1,,15,45,Historical Observations,,,,,,,,65.033,-16.783
373060,Askja,12914,Confirmed Eruption,1 km SW of Öskjuvatn Caldera,0,,,1922,,11,,0,,Historical Observations,,,,,,,,65.033,-16.783
373010,Grimsvotn,12826,Confirmed Eruption,,2,,,1922,,9,,29,,Historical Observations,,1922,,10,,23,,64.416,-17.316
373060,Askja,12913,Confirmed Eruption,"NE caldera wall, 0.6 km SE of Viti",0,,,1921,,3,,0,,Historical Observations,,,,,,,,65.033,-16.783
373060,Askja,12912,Confirmed Eruption,Dyngjufjöll,2,,,1919,,0,,0,,Historical Observations,,,,,,,,65.033,-16.783
373010,Grimsvotn,12825,Confirmed Eruption,Volcano Uncertain,2,?,,1919,,0,,0,,,,,,,,,,64.416,-17.316
372030,Katla,12677,Confirmed Eruption,South side of caldera,4,+,,1918,,10,,12,,Historical Observations,,1918,,11,,4,,63.633,-19.083
372070,Hekla,12748,Confirmed Eruption,"E & NE of Hekla (Mundafit, Lambafit)",2,,,1913,,4,,25,,Historical Observations,,1913,,5,,18,,63.983,-19.666
373030,Bardarbunga,12886,Confirmed Eruption,Loki-Fögrufjöll (East Loki cauldron),2,,,1910,,6,,18,,Historical Observations,,1910,,10,,0,,64.633,-17.516
373010,Grimsvotn,12824,Confirmed Eruption,,,,,1910,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
373012,Thordarhyrna,12823,Confirmed Eruption,Grímsvötn and Thordarhyrna,4,,,1902,,12,,0,,Historical Observations,,1904,,1,,12,,64.267,-17.617
373030,Bardarbunga,12885,Confirmed Eruption,Volcano Uncertain: Dyngjuhals ?,2,?,,1902,,12,,0,,,,1903,,6,,0,,64.633,-17.516
373010,Grimsvotn,12822,Confirmed Eruption,Volcano Uncertain,2,,,1897,,0,,0,,,,,,,,,,64.416,-17.316
372010,Vestmannaeyjar,12556,Confirmed Eruption,South or SE of Hellisey,,,,1896,,9,,0,,Historical Observations,,,,,,,,63.416,-20.266
373010,Grimsvotn,12821,Confirmed Eruption,,2,,,1891,,11,?,0,,Historical Observations,,1892,,3,,16,,64.416,-17.316
373012,Thordarhyrna,12820,Confirmed Eruption,Thordarhyrna,2,,,1887,,8,,15,,Historical Observations,,1889,,0,,0,,64.267,-17.617
371022,Eldey,12508,Uncertain Eruption,Reykjaneshryggur (NW of Eldey),2,?,,1884,,7,,26,,,,,,,,,,63.733,-23
373010,Grimsvotn,12819,Confirmed Eruption,,2,,,1883,,1,,15,,Historical Observations,,1883,,4,,15,5,64.416,-17.316
371022,Eldey,12507,Confirmed Eruption,Reykjaneshryggur (Geirfugladrangur),1,,,1879,,5,?,30,,Historical Observations,,1879,,6,,15,5,63.733,-23
372070,Hekla,12747,Confirmed Eruption,East of Hekla (Krakagigar),2,,,1878,,2,,27,,Historical Observations,,1878,,4,,0,,63.983,-19.666
373060,Askja,12911,Confirmed Eruption,"Öskjuvatn Caldera, Viti, Sveinagja",5,,,1875,,1,,1,,Historical Observations,,1875,,10,,17,,65.033,-16.783
373010,Grimsvotn,12818,Confirmed Eruption,,4,,,1873,,1,,8,,Historical Observations,,1873,,8,,0,,64.416,-17.316
373030,Bardarbunga,12884,Confirmed Eruption,Volcano Uncertain: Dyngjuhals ?,,,?,1872,,0,,0,,,,,,,,,,64.633,-17.516
373100,Tjornes Fracture Zone,12957,Confirmed Eruption,Immediately north of Manareyjar Island,,,,1867,,12,,0,,Historical Observations,,1868,,1,,0,,66.309,-17.118
373010,Grimsvotn,12817,Confirmed Eruption,,1,,,1867,,8,,29,,Historical Observations,,,,,,,,64.416,-17.316
373030,Bardarbunga,12883,Confirmed Eruption,Trollagigar,2,,,1862,,6,,30,,Historical Observations,,1864,,10,,15,45,64.633,-17.516
373010,Grimsvotn,12816,Uncertain Eruption,,2,,,1861,,5,,0,,,,,,,,,,64.416,-17.316
372030,Katla,12676,Confirmed Eruption,,4,,,1860,,5,,8,,Historical Observations,,1860,,5,,27,,63.633,-19.083
373010,Grimsvotn,12815,Confirmed Eruption,,2,,,1854,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
372070,Hekla,12746,Confirmed Eruption,"Summit, SW and NE flanks",4,,,1845,,9,,2,,Historical Observations,,1846,,4,?,5,,63.983,-19.666
375010,Kolbeinsey Ridge,12964,Discredited Eruption,,,,,1838,,6,?,11,,,,,,,,,,66.67,-18.5
373010,Grimsvotn,12814,Confirmed Eruption,,2,,,1838,,6,,0,,Historical Observations,,,,,,,,64.416,-17.316
371020,Reykjanes,12506,Confirmed Eruption,Reykjaneshryggur (Eldeyjarbodi),3,,,1830,,3,?,13,,Historical Observations,,1831,,3,?,0,,63.817,-22.717
372030,Katla,12675,Confirmed Eruption,Arcuate fissure in south part of caldera,3,?,,1823,,6,,26,,Historical Observations,,1823,,7,,23,,63.633,-19.083
373012,Thordarhyrna,12813,Confirmed Eruption,Grímsvötn-Thordarhyrna,2,,,1823,,2,,4,4,Historical Observations,,,,,,,,64.267,-17.617
373070,Fremrinamar,12922,Discredited Eruption,,,,,1823,,0,,0,,,,,,,,,,65.416,-16.666
372020,Eyjafjallajokull,12562,Confirmed Eruption,,2,,,1821,,12,,19,,Historical Observations,,1823,,1,,1,,63.633,-19.633
373010,Grimsvotn,12812,Confirmed Eruption,,2,,,1816,,5,,0,,Historical Observations,,1816,,6,?,0,,64.416,-17.316
373030,Bardarbunga,12882,Uncertain Eruption,NW-Vatnajökull,,,,1807,,0,,0,,,,,,,,,,64.633,-17.516
373060,Askja,12908,Confirmed Eruption,Holuhraun,0,,?,1797,,0,,0,,Historical Observations,,,,,,,,65.033,-16.783
373030,Bardarbunga,12881,Confirmed Eruption,Volcano Uncertain,,,,1797,,0,,0,,,,,,,,,,64.633,-17.516
373010,Grimsvotn,12811,Discredited Eruption,,,,,1796,,6,,0,,,,,,,,,,64.416,-17.316
373010,Grimsvotn,12810,Uncertain Eruption,,,,,1794,,7,,15,45,,,,,,,,,64.416,-17.316
373030,Bardarbunga,12880,Confirmed Eruption,,,,,1794,,0,,0,,Historical Observations,,,,,,,,64.633,-17.516
371020,Reykjanes,12505,Confirmed Eruption,Reykjaneshryggur (Nyey),3,^,,1783,,5,<,1,,Historical Observations,,1783,,8,,15,60,63.817,-22.717
373010,Grimsvotn,12809,Confirmed Eruption,Lakagigar (Skaftar) and Grímsvötn,4,+,,1783,,5,?,0,,Historical Observations,,1785,,5,?,26,,64.416,-17.316
375010,Kolbeinsey Ridge,12963,Discredited Eruption,,,,,1783,,0,,0,,,,,,,,,,66.67,-18.5
373010,Grimsvotn,12808,Confirmed Eruption,,2,,,1774,,2,,0,,Historical Observations,,,,,,,,64.416,-17.316
373030,Bardarbunga,12879,Confirmed Eruption,Volcano Uncertain: Bárdarbunga or Grímsvötn,2,,,1769,,0,,0,,,,,,,,,,64.633,-17.516
373010,Grimsvotn,12807,Confirmed Eruption,Volcano Uncertain: Vatnajökull,2,,,1768,,0,,0,,,,,,,,,,64.416,-17.316
373030,Bardarbunga,12878,Confirmed Eruption,,2,,,1766,,7,,0,,Historical Observations,,,,,,,,64.633,-17.516
372070,Hekla,12745,Confirmed Eruption,Bjallagigar,4,,,1766,,4,,5,,Historical Observations,,1768,,5,,0,,63.983,-19.666
372030,Katla,12674,Confirmed Eruption,E-W fissure in center of caldera,5,?,,1755,,10,,17,,Historical Observations,,1756,,2,,13,,63.633,-19.083
375010,Kolbeinsey Ridge,12962,Confirmed Eruption,Volcano Uncertain: north of Iceland,,,,1755,,9,,18,,,,,,,,,,66.67,-18.5
373010,Grimsvotn,12806,Confirmed Eruption,NE of Palsfjall,2,?,,1753,,10,,15,45,Historical Observations,,,,,,,,64.416,-17.316
373030,Bardarbunga,12877,Confirmed Eruption,,,,,1750,10,0,,0,,Ice Core,,,,,,,,64.633,-17.516
373080,Krafla,12947,Confirmed Eruption,Leirhnjúkur crater row,1,,,1746,,7,,10,,Historical Observations,,1746,,7,?,10,,65.715,-16.728
373030,Bardarbunga,12876,Confirmed Eruption,,2,,,1739,,0,,0,,Ice Core,,,,,,,,64.633,-17.516
373010,Grimsvotn,12805,Confirmed Eruption,,,,,1730,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
373050,Kverkfjoll,12901,Confirmed Eruption,,1,,,1729,,8,,0,,Historical Observations,,,,,,,,64.653,-16.647
373080,Krafla,12946,Confirmed Eruption,Leirhnjúkur crater row,2,,,1729,,6,,30,,Historical Observations,,1729,,9,,25,5,65.715,-16.728
373050,Kverkfjoll,12900,Confirmed Eruption,,1,,,1729,,2,,15,45,Historical Observations,,,,,,,,64.653,-16.647
373030,Bardarbunga,12875,Confirmed Eruption,Volcano Uncertain: Dyngjuhals ?,1,,,1729,,0,,0,,,,,,,,,,64.633,-17.516
373080,Krafla,12945,Confirmed Eruption,Leirhnjúkur crater row,2,,,1728,,12,,18,,Historical Observations,,,,,,,,65.715,-16.728
373080,Krafla,12944,Confirmed Eruption,"Leirhnjúkur, Hrossadalur, Bjarnarflag",2,,,1728,,4,,18,,Historical Observations,,,,,,,,65.715,-16.728
373080,Krafla,12943,Confirmed Eruption,North end of Leirhnjúkur,2,,,1727,,8,,21,,Historical Observations,,,,,,,,65.715,-16.728
374010,Oraefajokull,12959,Confirmed Eruption,"Caldera, west flank (to 1100 m)",4,,,1727,,8,,3,,Historical Observations,,1728,,5,,1,30,64,-16.65
373030,Bardarbunga,12874,Confirmed Eruption,"Dyngjujökull, Dyngjuhal ?",1,?,,1726,,2,,1,30,Historical Observations,,1726,,5,,1,30,64.633,-17.516
372070,Hekla,12744,Confirmed Eruption,"SW, south and east of Hekla",1,?,,1725,,4,,2,,Historical Observations,,,,,,,,63.983,-19.666
373010,Grimsvotn,12804,Confirmed Eruption,,2,,,1725,,2,,0,,Historical Observations,,,,,,,,64.416,-17.316
373080,Krafla,12942,Discredited Eruption,,,,,1725,,1,,11,,,,,,,,,,65.715,-16.728
373080,Krafla,12941,Confirmed Eruption,Víti (1.5 km east of Leirhnjúkur),2,,,1724,,5,,17,,Historical Observations,,1724,,5,,18,,65.715,-16.728
372030,Katla,12673,Confirmed Eruption,,5,?,,1721,,5,,11,,Historical Observations,,1721,,10,,15,45,63.633,-19.083
373030,Bardarbunga,12873,Confirmed Eruption,,2,,,1720,,0,,0,,Ice Core,,,,,,,,64.633,-17.516
373030,Bardarbunga,12872,Confirmed Eruption,,3,?,,1717,,8,,4,,Historical Observations,,1717,,9,>,17,,64.633,-17.516
373010,Grimsvotn,12803,Confirmed Eruption,,2,,,1716,,10,,6,,Historical Observations,,,,,,,,64.416,-17.316
373030,Bardarbunga,12871,Confirmed Eruption,,2,,,1716,,10,,5,4,Historical Observations,,,,,,,,64.633,-17.516
373030,Bardarbunga,12870,Confirmed Eruption,,2,,,1712,,1,,15,45,Historical Observations,,,,,,,,64.633,-17.516
373030,Bardarbunga,12869,Confirmed Eruption,,2,,,1707,,0,,0,,Historical Observations,,,,,,,,64.633,-17.516
373010,Grimsvotn,12802,Confirmed Eruption,,2,,,1706,,10,,15,45,Historical Observations,,,,,,,,64.416,-17.316
373030,Bardarbunga,12868,Confirmed Eruption,,2,,,1706,,0,,0,,Historical Observations,,,,,,,,64.633,-17.516
373030,Bardarbunga,12867,Confirmed Eruption,Volcano Uncertain: Dyngjuhals ?,2,,,1702,,0,,0,,,,,,,,,,64.633,-17.516
373030,Bardarbunga,12866,Confirmed Eruption,,2,,,1697,,0,,0,,Ice Core,,,,,,,,64.633,-17.516
373010,Grimsvotn,12801,Confirmed Eruption,,,,,1697,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
372070,Hekla,12743,Confirmed Eruption,,4,,,1693,,2,,13,,Historical Observations,,1693,,9,?,14,,63.983,-19.666
373010,Grimsvotn,12800,Confirmed Eruption,,2,,,1684,,11,,5,4,Historical Observations,,1685,,1,,0,,64.416,-17.316
373010,Grimsvotn,12799,Confirmed Eruption,Volcano Uncertain: Vatnajökull,,,,1681,,4,,10,,Historical Observations,,,,,,,,64.416,-17.316
373010,Grimsvotn,12798,Confirmed Eruption,,,,,1665,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
371020,Reykjanes,12504,Discredited Eruption,,,,,1661,,12,,0,,,,,,,,,,63.817,-22.717
372030,Katla,12672,Confirmed Eruption,,4,,,1660,,11,,3,,Historical Observations,,1661,,0,,0,,63.633,-19.083
373010,Grimsvotn,12797,Confirmed Eruption,,2,,,1659,,11,,0,,Historical Observations,,,,,,,,64.416,-17.316
373050,Kverkfjoll,12899,Confirmed Eruption,,0,,,1655,,4,,15,45,Historical Observations,,,,,,,,64.653,-16.647
373010,Grimsvotn,12796,Confirmed Eruption,,2,,,1638,,2,,24,4,Historical Observations,,,,,,,,64.416,-17.316
372010,Vestmannaeyjar,12555,Confirmed Eruption,SW of Heimaey ?,,,,1637,,10,,0,,Historical Observations,,1638,,2,,28,60,63.416,-20.266
372070,Hekla,12742,Confirmed Eruption,,3,,,1636,,5,,8,,Historical Observations,,1637,,6,,0,,63.983,-19.666
373010,Grimsvotn,12795,Confirmed Eruption,,,,?,1632,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12794,Confirmed Eruption,,2,,,1629,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
372030,Katla,12671,Confirmed Eruption,,5,,,1625,,9,,2,,Historical Observations,,1625,,9,,14,,63.633,-19.083
373010,Grimsvotn,12793,Confirmed Eruption,,,,?,1622,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12792,Confirmed Eruption,,2,,,1619,,7,,29,,Historical Observations,,,,,,,,64.416,-17.316
372030,Katla,12670,Confirmed Eruption,,4,,,1612,,10,,12,,Historical Observations,,,,,,,,63.633,-19.083
372020,Eyjafjallajokull,12561,Confirmed Eruption,,2,,,1612,,0,,0,,Historical Observations,,,,,,,,63.633,-19.633
373010,Grimsvotn,12791,Confirmed Eruption,,,,?,1610,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12790,Confirmed Eruption,Volcano Uncertain: Vatnajökull; possibly Grímsvötn,2,,,1603,,10,,31,,,,1603,,11,,0,,64.416,-17.316
373010,Grimsvotn,12789,Confirmed Eruption,,3,?,,1598,,11,,7,,Historical Observations,,,,,,,,64.416,-17.316
372070,Hekla,12741,Confirmed Eruption,,4,,,1597,,1,,3,,Historical Observations,,1597,,6,>,0,,63.983,-19.666
371020,Reykjanes,12503,Confirmed Eruption,Reykjaneshryggur (near Eldeyjar Islands),2,?,,1583,,7,,15,45,Historical Observations,,,,,,,,63.817,-22.717
372030,Katla,12669,Confirmed Eruption,,4,,,1580,,8,,11,,Historical Observations,,,,,,,,63.633,-19.083
372070,Hekla,12740,Confirmed Eruption,SW of Hekla (Raudubjallar),2,?,,1554,,5,,0,,Historical Observations,,1554,,6,?,0,,63.983,-19.666
372030,Katla,12668,Confirmed Eruption,,4,,?,1550,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373010,Grimsvotn,12788,Confirmed Eruption,,,,,1530,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12787,Confirmed Eruption,,,,?,1521,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372070,Hekla,12739,Confirmed Eruption,,4,,,1510,,7,,25,,Historical Observations,,,,,,,,63.983,-19.666
373010,Grimsvotn,12786,Confirmed Eruption,,,,,1510,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12785,Confirmed Eruption,,,,?,1509,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12784,Confirmed Eruption,,,,?,1500,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372030,Katla,12667,Confirmed Eruption,,4,,?,1500,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373010,Grimsvotn,12783,Confirmed Eruption,,,,,1490,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372050,Torfajokull,12689,Confirmed Eruption,"N of caldera (Namshraun, Laugahraun)",2,?,,1477,,3,,0,,Historical Observations,,,,,,,,63.892,-19.122
373030,Bardarbunga,12865,Confirmed Eruption,Veidivötn (Veidivatnahraun),6,,,1477,,2,?,0,,Historical Observations,,,,,,,,64.633,-17.516
373010,Grimsvotn,12782,Confirmed Eruption,,,,?,1471,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12781,Confirmed Eruption,,,,,1470,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12780,Confirmed Eruption,,,,?,1469,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12779,Confirmed Eruption,,,,,1450,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372030,Katla,12666,Confirmed Eruption,,,,,1450,50,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,19950,Confirmed Eruption,,4,,,1440,,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
372070,Hekla,12738,Confirmed Eruption,SE of Hekla,,,?,1440,,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
373010,Grimsvotn,12778,Confirmed Eruption,,,,,1430,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
371022,Eldey,12502,Confirmed Eruption,Reykjaneshryggur (Geirfuglasker-Eldey area),2,,,1422,,0,,0,,Historical Observations,,,,,,,,63.733,-23
372030,Katla,19949,Confirmed Eruption,,4,?,,1416,,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
373030,Bardarbunga,12864,Confirmed Eruption,,,,?,1410,,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
373010,Grimsvotn,12777,Confirmed Eruption,,,,,1390,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372070,Hekla,12737,Confirmed Eruption,"Summit ridge, west flank (Raudoldur)",3,,,1389,,12,,1,30,Historical Observations,,1390,,0,,0,,63.983,-19.666
375010,Kolbeinsey Ridge,12961,Confirmed Eruption,NW of Grimsey Island,2,?,,1372,,0,,0,,Historical Observations,,,,,,,,66.67,-18.5
373010,Grimsvotn,12776,Confirmed Eruption,,,,,1370,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12775,Confirmed Eruption,,,,?,1369,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
374010,Oraefajokull,12958,Confirmed Eruption,,5,,,1362,,6,,5,4,Historical Observations,,1362,,10,,15,45,64,-16.65
372030,Katla,19948,Confirmed Eruption,SW of Kotlugja,4,+,,1357,3,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
373010,Grimsvotn,12774,Confirmed Eruption,,,,?,1354,,0,,0,,Historical Observations,,,,,,,,64.416,-17.316
373010,Grimsvotn,12773,Confirmed Eruption,,,,?,1350,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373030,Bardarbunga,12863,Confirmed Eruption,,,,,1350,10,0,,0,,Ice Core,,,,,,,,64.633,-17.516
